index,country,province
1418,US,California
1419,US,California
1420,US,California
1421,US,California
1422,US,California
1423,US,California
1424,France,Alsace
1425,Italy,Sicily & Sardinia
1426,US,Oregon
1427,Germany,Franken
1428,US,Oregon
1429,France,Alsace
1430,US,Oregon
1431,US,Oregon
1432,US,California
1433,US,California
1434,US,California
1435,Spain,Northern Spain
1436,Spain,Northern Spain
1437,US,California
1438,Germany,Rheinhessen
1439,Spain,Northern Spain
1440,US,California
1441,Italy,Tuscany
1442,US,Washington
1443,France,Burgundy
1444,Italy,Tuscany
1445,US,California
1446,France,Loire Valley
1447,US,New York
1448,US,California
1449,US,California
1450,France,France Other
1451,France,Rhône Valley
1452,US,California
1453,Spain,Andalucia
1454,Spain,Andalucia
1455,US,California
1456,US,California
1457,US,California
1458,US,California
1459,US,California
1460,US,California
1461,Italy,Tuscany
1462,Spain,Catalonia
1463,US,California
1464,US,California
1465,US,California
1466,France,Rhône Valley
1467,US,California
1468,US,California
1469,Hungary,Tokaji
1470,US,Oregon
1471,US,Oregon
1472,US,Oregon
1473,Germany,Mosel
1474,Italy,Piedmont
1475,Italy,Piedmont
1476,Israel,Galilee
1477,Argentina,Mendoza Province
1478,US,Oregon
1479,Italy,Piedmont
1480,Argentina,Mendoza Province
1481,Italy,Piedmont
1482,US,California
1483,Italy,Piedmont
1484,France,Southwest France
1485,France,Loire Valley
1486,France,Southwest France
1487,France,Southwest France
1488,France,Southwest France
1489,US,California
1490,US,Oregon
1491,Italy,Piedmont
1492,US,California
1493,Germany,Baden
1494,Italy,Piedmont
1495,US,California
1496,Spain,Northern Spain
1497,Portugal,Alentejano
1498,US,California
1499,US,California
1500,US,California
1501,US,California
1502,US,Oregon
1503,New Zealand,Martinborough
1504,France,Southwest France
1505,France,Provence
1506,France,Provence
1507,France,Southwest France
1508,US,Oregon
1509,US,Oregon
1510,US,California
1511,Austria,Wagram
1512,US,California
1513,Austria,Kamptal
1514,US,Oregon
1515,US,California
1516,US,California
1517,US,California
1518,US,Oregon
1519,France,Provence
1520,France,Southwest France
1521,US,California
1522,US,California
1523,US,California
1524,US,California
1525,US,Oregon
1526,US,Oregon
1527,US,California
1528,US,California
1529,US,California
1530,Portugal,Alentejano
1531,Portugal,Alentejano
1532,Portugal,Douro
1533,Italy,Veneto
1534,Italy,Tuscany
1535,US,Washington
1536,Argentina,Other
1537,France,Southwest France
1538,Argentina,Mendoza Province
1539,Portugal,Alentejano
1540,Portugal,Tejo
1541,US,California
1542,Portugal,Alentejano
1543,Portugal,Palmela
1544,France,Rhône Valley
1545,Argentina,Mendoza Province
1546,Spain,Northern Spain
1547,US,California
1548,Portugal,Tejo
1549,US,California
1550,France,Southwest France
1551,US,California
1552,Argentina,Mendoza Province
1553,US,California
1554,South Africa,Stellenbosch
1555,Argentina,Mendoza Province
1556,South Africa,South Africa
1557,Spain,Levante
1558,Portugal,Vinho Verde
1559,Portugal,Vinho Verde
1560,US,California
1561,US,Washington
1562,US,California
1563,US,Washington
1564,Portugal,Alentejano
1565,US,Washington
1566,US,California
1567,Portugal,Dão
1568,US,California
1569,US,Washington
1570,US,California
1571,France,Alsace
1572,France,Alsace
1573,France,Alsace
1574,Chile,Aconcagua Valley
1575,US,California
1576,US,California
1577,US,California
1578,Chile,Rapel Valley
1579,US,California
1580,Portugal,Bairrada
1581,US,California
1582,France,Bordeaux
1583,US,California
1584,US,California
1585,US,California
1586,Portugal,Douro
1587,US,California
1588,Portugal,Douro
1589,France,Alsace
1590,US,Washington
1591,US,Washington
1592,US,California
1593,US,Washington
1594,Italy,Tuscany
1595,US,California
1596,Argentina,Mendoza Province
1597,US,Washington
1598,Italy,Tuscany
1599,Italy,Tuscany
1600,Italy,Tuscany
1601,Italy,Tuscany
1602,Italy,Tuscany
1603,Italy,Tuscany
1604,US,Washington
1605,Argentina,Mendoza Province
1606,US,Washington
1607,US,Washington
1608,France,Bordeaux
1609,Spain,Northern Spain
1610,US,California
1611,US,California
1612,US,Washington
1613,US,California
1614,US,California
1615,US,Washington
1616,US,Washington
1617,US,Washington
1618,US,Washington
1619,US,California
1620,France,Champagne
1621,France,Southwest France
1622,France,Champagne
1623,Italy,Tuscany
1624,US,California
1625,US,California
1626,US,California
1627,US,Oregon
1628,US,California
1629,US,California
1630,US,California
1631,US,California
1632,Italy,Tuscany
1633,France,Champagne
1634,France,Bordeaux
1635,France,Bordeaux
1636,France,Bordeaux
1637,Italy,Lombardy
1638,Italy,Lombardy
1639,US,California
1640,Portugal,Douro
1641,Portugal,Tejo
1642,US,California
1643,Portugal,Tejo
1644,US,California
1645,US,California
1646,Germany,Mosel
1647,Germany,Rheingau
1648,Germany,Mosel
1649,Germany,Rheinhessen
1650,US,California
1651,US,California
1652,US,California
1653,US,California
1654,US,California
1655,US,California
1656,Italy,Tuscany
1657,Italy,Tuscany
1658,Italy,Tuscany
1659,Portugal,Tejo
1660,Chile,Casablanca Valley
1661,US,California
1662,Italy,Tuscany
1663,US,Oregon
1664,France,Southwest France
1665,Chile,Maipo Valley
1666,US,California
1667,France,Southwest France
1668,France,Southwest France
1669,France,Southwest France
1670,Italy,Tuscany
1671,Chile,Maule Valley
1672,Chile,Casablanca Valley
1673,Italy,Tuscany
1674,Italy,Tuscany
1675,US,California
1676,Chile,Cachapoal Valley
1677,US,California
1678,Germany,Pfalz
1679,Spain,Northern Spain
1680,US,California
1681,Portugal,Alentejano
1682,US,Oregon
1683,Portugal,Douro
1684,US,California
1685,US,California
1686,Croatia,Hvar
1687,Romania,Colinele Dobrogei
1688,France,Loire Valley
1689,France,Loire Valley
1690,US,California
1691,US,California
1692,US,California
1693,US,California
1694,Portugal,Vinho Verde
1695,Portugal,Douro
1696,France,Loire Valley
1697,France,Bordeaux
1698,US,California
1699,Argentina,Other
1700,US,California
1701,US,Colorado
1702,Italy,Piedmont
1703,Spain,Northern Spain
1704,Spain,Northern Spain
1705,Spain,Catalonia
1706,Spain,Northern Spain
1707,Spain,Northern Spain
1708,US,Arizona
1709,France,Loire Valley
1710,US,California
1711,Germany,Rheinhessen
1712,Chile,Colchagua Valley
1713,France,Burgundy
1714,US,California
1715,US,California
1716,US,California
1717,US,California
1718,Chile,Aconcagua Costa
1719,US,California
1720,US,California
1721,US,California
1722,US,Oregon
1723,US,California
1724,US,California
1725,Germany,Rheingau
1726,US,California
1727,France,Alsace
1728,France,Burgundy
1729,US,Oregon
1730,France,Bordeaux
1731,US,California
1732,France,Burgundy
1733,US,California
1734,Spain,Catalonia
1735,France,Burgundy
1736,US,Oregon
1737,France,Alsace
1738,France,Alsace
1739,France,Alsace
1740,Hungary,Tokaji
1741,US,California
1742,US,New York
1743,France,Loire Valley
1744,US,California
1745,US,California
1746,US,California
1747,Italy,Tuscany
1748,Italy,Tuscany
1749,Morocco,Zenata
1750,US,California
1751,Moldova,Moldova
1752,US,California
1753,Italy,Tuscany
1754,US,Washington
1755,US,Idaho
1756,US,California
1757,Italy,Tuscany
1758,US,Washington
1759,Italy,Tuscany
1760,US,California
1761,Bulgaria,Thracian Valley
1762,France,Loire Valley
1763,US,Washington
1764,Italy,Tuscany
1765,France,Loire Valley
1766,France,Loire Valley
1767,France,Loire Valley
1768,France,Loire Valley
1769,Italy,Tuscany
1770,Austria,Wagram
1771,US,California
1772,Austria,Kamptal
1773,US,Oregon
1774,New Zealand,Kumeu
1775,Argentina,Mendoza Province
1776,Spain,Northern Spain
1777,New Zealand,Nelson
1778,US,California
1779,Austria,Niederösterreich
1780,Italy,Northeastern Italy
1781,France,Provence
1782,France,Provence
1783,France,Provence
1784,US,Oregon
1785,Austria,Wagram
1786,US,California
1787,Italy,Southern Italy
1788,US,California
1789,Italy,Southern Italy
1790,US,California
1791,US,California
1792,US,Washington
1793,France,Southwest France
1794,Spain,Andalucia
1795,US,California
1796,Austria,Carnuntum
1797,Austria,Niederösterreich
1798,US,Oregon
1799,Austria,Carnuntum
1800,US,California
1801,US,California
1802,US,California
1803,Italy,Piedmont
1804,Italy,Piedmont
1805,US,California
1806,Israel,Galilee
1807,US,Oregon
1808,US,California
1809,US,California
1810,US,California
1811,US,California
1812,Israel,Judean Hills
1813,Israel,Galilee
1814,Israel,Galilee
1815,US,Oregon
1816,Italy,Piedmont
1817,US,Oregon
1818,Germany,Rheinhessen
1819,Spain,Northern Spain
1820,US,California
1821,Germany,Mosel
1822,Italy,Piedmont
1823,Argentina,Mendoza Province
1824,Italy,Piedmont
1825,Germany,Mosel
1826,Italy,Piedmont
1827,US,Oregon
1828,US,California
1829,US,Oregon
1830,France,Southwest France
1831,US,Washington
1832,France,Burgundy
1833,Portugal,Tejo
1834,Argentina,Mendoza Province
1835,US,California
1836,Portugal,Alentejano
1837,US,Washington
1838,France,Burgundy
1839,Portugal,Douro
1840,Portugal,Tejo
1841,Portugal,Vinho Verde
1842,Argentina,Other
1843,France,Southwest France
1844,France,Southwest France
1845,France,Burgundy
1846,Portugal,Tejo
1847,Portugal,Bairrada
1848,Portugal,Douro
1849,US,California
1850,Argentina,Mendoza Province
1851,Argentina,Mendoza Province
1852,US,California
1853,US,California
1854,US,California
1855,US,California
1856,Portugal,Tejo
1857,US,California
1858,US,California
1859,Argentina,Mendoza Province
1860,US,California
1861,Portugal,Dão
1862,US,Washington
1863,US,California
1864,US,California
1865,US,California
1866,US,Washington
1867,France,Alsace
1868,US,California
1869,France,Alsace
1870,US,California
1871,France,Bordeaux
1872,US,California
1873,US,California
1874,US,California
1875,Italy,Piedmont
1876,France,Bordeaux
1877,France,Bordeaux
1878,France,Bordeaux
1879,France,Bordeaux
1880,France,Bordeaux
1881,France,Bordeaux
1882,US,Washington
1883,US,Washington
1884,US,Washington
1885,US,California
1886,US,California
1887,US,Washington
1888,Portugal,Tejo
1889,Chile,Maipo Valley
1890,US,Washington
1891,US,Washington
1892,Spain,Northern Spain
1893,Spain,Northern Spain
1894,US,California
1895,Spain,Northern Spain
1896,Spain,Northern Spain
1897,US,California
1898,Argentina,Mendoza Province
1899,US,Idaho
1900,US,New York
1901,US,Idaho
1902,Argentina,Mendoza Province
1903,US,California
1904,US,Washington
1905,US,California
1906,US,California
1907,US,California
1908,US,California
1909,US,California
1910,US,California
1911,US,Washington
1912,France,Bordeaux
1913,France,Bordeaux
1914,France,Bordeaux
1915,France,Bordeaux
1916,France,Bordeaux
1917,US,Washington
1918,Italy,Tuscany
1919,US,California
1920,US,Oregon
1921,Germany,Rheinhessen
1922,US,California
1923,Italy,Northeastern Italy
1924,Italy,Northeastern Italy
1925,Italy,Northeastern Italy
1926,US,California
1927,Italy,Northeastern Italy
1928,US,California
1929,US,California
1930,Germany,Württemberg
1931,Germany,Mosel
1932,Germany,Mosel
1933,Chile,Elqui Valley
1934,Germany,Rheinhessen
1935,Germany,Mosel
1936,US,California
1937,Italy,Lombardy
1938,France,Bordeaux
1939,France,Southwest France
1940,France,Beaujolais
1941,US,California
1942,Portugal,Dão
1943,Portugal,Dão
1944,Chile,Colchagua Valley
1945,Italy,Northeastern Italy
1946,US,Oregon
1947,US,California
1948,Italy,Northeastern Italy
1949,Chile,Maipo Valley
1950,Spain,Catalonia
1951,Spain,Central Spain
1952,Spain,Catalonia
1953,Italy,Tuscany
1954,US,Oregon
1955,Spain,Northern Spain
1956,US,California
1957,US,Oregon
1958,Spain,Catalonia
1959,US,California
1960,Portugal,Douro
1961,France,Rhône Valley
1962,US,Oregon
1963,Portugal,Alentejano
1964,US,California
1965,France,Southwest France
1966,Spain,Galicia
1967,Chile,San Antonio
1968,Italy,Tuscany
1969,Italy,Tuscany
1970,Italy,Tuscany
1971,Portugal,Douro
1972,US,California
1973,Italy,Tuscany
1974,US,Oregon
1975,US,Oregon
1976,US,Oregon
1977,US,Oregon
1978,Germany,Rheinhessen
1979,France,Southwest France
1980,US,California
1981,France,Loire Valley
1982,France,Loire Valley
1983,Portugal,Alentejano
1984,Argentina,Mendoza Province
1985,Italy,Piedmont
1986,Italy,Piedmont
1987,US,California
1988,Argentina,Mendoza Province
1989,US,Oregon
1990,France,Loire Valley
1991,US,California
1992,US,Oregon
1993,Portugal,Douro
1994,US,Oregon
1995,US,Oregon
1996,Spain,Northern Spain
1997,Spain,Northern Spain
1998,Italy,Piedmont
1999,US,California
2000,Italy,Piedmont
2001,France,Bordeaux
2002,France,Bordeaux
2003,France,Bordeaux
2004,France,Bordeaux
2005,France,Bordeaux
2006,US,California
2007,Spain,Northern Spain
2008,US,California
2009,France,Loire Valley
2010,France,Alsace
2011,US,Oregon
2012,France,Alsace
2013,Spain,Northern Spain
2014,US,California
2015,US,California
2016,Germany,Rheingau
2017,US,California
2018,US,California
2019,US,California
2020,Germany,Pfalz
2021,Germany,Rheingau
2022,Spain,Northern Spain
2023,US,California
2024,US,California
2025,Australia,South Australia
2026,US,California
2027,Germany,Rheingau
2028,Australia,Victoria
2029,Italy,Sicily & Sardinia
2030,France,Burgundy
2031,France,Burgundy
2032,France,Alsace
2033,US,Oregon
2034,Italy,Sicily & Sardinia
2035,Italy,Sicily & Sardinia
2036,Italy,Sicily & Sardinia
2037,Italy,Sicily & Sardinia
2038,Italy,Sicily & Sardinia
2039,Italy,Sicily & Sardinia
2040,US,Oregon
2041,US,Oregon
2042,France,Southwest France
2043,Austria,Burgenland
2044,US,California
2045,US,Washington
2046,Austria,Eisenberg
2047,France,Provence
2048,France,Provence
2049,Italy,Southern Italy
2050,US,California
2051,US,California
2052,New Zealand,Kumeu
2053,France,Southwest France
2054,US,Oregon
2055,France,Provence
2056,US,California
2057,Austria,Kamptal
2058,US,Washington
2059,US,California
2060,US,California
2061,France,Provence
2062,France,Provence
2063,US,California
2064,US,California
2065,US,Washington
2066,Austria,Carnuntum
2067,France,Provence
2068,US,Oregon
2069,US,Oregon
2070,US,New York
2071,US,California
2072,US,California
2073,US,California
2074,Croatia,Istria
2075,Turkey,Ankara
2076,Italy,Tuscany
2077,Italy,Tuscany
2078,Spain,Northern Spain
2079,Italy,Tuscany
2080,Spain,Andalucia
2081,France,Rhône Valley
2082,France,Rhône Valley
2083,Spain,Catalonia
2084,Italy,Tuscany
2085,Hungary,Villány
2086,US,California
2087,Slovenia,Štajerska
2088,US,Idaho
2089,Italy,Tuscany
2090,US,California
2091,US,Washington
2092,US,Idaho
2093,US,Washington
2094,France,Loire Valley
2095,US,New York
2096,Slovenia,Štajerska
2097,Italy,Tuscany
2098,Italy,Tuscany
2099,US,California
2100,France,Southwest France
2101,US,California
2102,France,Southwest France
2103,US,California
2104,US,California
2105,US,California
2106,US,California
2107,Israel,Judean Hills
2108,Germany,Mosel
2109,Germany,Mosel
2110,Germany,Mosel
2111,Germany,Pfalz
2112,US,California
2113,France,Loire Valley
2114,US,California
2115,Portugal,Moscatel de Setúbal
2116,Italy,Piedmont
2117,Italy,Piedmont
2118,Italy,Piedmont
2119,Germany,Mosel
2120,France,Burgundy
2121,Italy,Piedmont
2122,Italy,Piedmont
2123,US,California
2124,US,California
2125,Italy,Piedmont
2126,US,California
2127,Italy,Piedmont
2128,US,California
2129,US,Oregon
2130,Spain,Northern Spain
2131,US,California
2132,Portugal,Península de Setúbal
2133,South Africa,Western Cape
2134,Spain,Northern Spain
2135,Argentina,Mendoza Province
2136,Portugal,Vinho Verde
2137,Spain,Northern Spain
2138,Spain,Northern Spain
2139,US,California
2140,Argentina,Other
2141,US,Washington
2142,Argentina,Mendoza Province
2143,Argentina,Mendoza Province
2144,Spain,Northern Spain
2145,France,Bordeaux
2146,Italy,Tuscany
2147,Italy,Tuscany
2148,Australia,South Australia
2149,US,California
2150,Italy,Tuscany
2151,France,Bordeaux
2152,France,Bordeaux
2153,France,Bordeaux
2154,France,Bordeaux
2155,France,Bordeaux
2156,France,Bordeaux
2157,France,Bordeaux
2158,France,Bordeaux
2159,France,Bordeaux
2160,Italy,Tuscany
2161,US,California
2162,US,New York
2163,US,Washington
2164,France,Bordeaux
2165,US,California
2166,US,Washington
2167,US,California
2168,US,California
2169,US,California
2170,US,California
2171,US,California
2172,US,Washington
2173,US,California
2174,US,California
2175,US,California
2176,US,Idaho
2177,US,New York
2178,US,Washington
2179,US,New York
2180,US,California
2181,US,California
2182,Spain,Catalonia
2183,Spain,Catalonia
2184,Argentina,Mendoza Province
2185,US,Idaho
2186,Italy,Tuscany
2187,Italy,Tuscany
2188,Italy,Tuscany
2189,France,Bordeaux
2190,US,Oregon
2191,Italy,Italy Other
2192,US,California
2193,US,Oregon
2194,Spain,Northern Spain
2195,US,California
2196,Germany,Baden
2197,US,California
2198,France,Rhône Valley
2199,Spain,Catalonia
2200,Germany,Pfalz
2201,France,Rhône Valley
2202,US,California
2203,Spain,Northern Spain
2204,France,Rhône Valley
